EventNo	x	y	yReversed	Player	Type	x_m	y_m	DistanceFromBall	Speed (m/s)	TimeToBall (s)	Man in Possession	Pressure Lookup	TeamOnBall	Oppositoin xPressure	Count	Team	Position	Notes	Prior x (m)	Prior y (m)	Distance (m)	Speed (m/s)	Direction	Data Complete?
29	74.3	47.6	52.4		Liverpool	78.0	32.4	7.5	3.7	1.5	0	0.025	1	0.000	4				0.0	0.0	84.5	#ARG!		
29	72.5	34.5	65.5		Liverpool	76.1	23.4	16.0	3.7	2.8	0	0.000	1	0.000	5				0.0	0.0	79.7	#ARG!		
29	66.4	51.3	48.7		Liverpool	69.8	34.9	7.0	3.7	1.5	0	0.050	1	0.000	6				0.0	0.0	78.0	#ARG!		
29	62.5	66.3	33.7		Liverpool	65.6	45.1	11.1	3.7	2.1	0	0.000	1	0.000	7				0.0	0.0	79.6	#ARG!		
29	61.3	35.5	64.5		Liverpool	64.3	24.2	18.7	3.7	3.1	0	0.000	1	0.000	8				0.0	0.0	68.7	#ARG!		
29	55.7	64.7	35.3		Liverpool	58.5	44.0	17.3	3.7	2.9	0	0.000	1	0.000	9				0.0	0.0	73.2	#ARG!		
29	45.7	60.8	39.2		Liverpool	48.0	41.3	27.3	3.7	4.4	0	0.000	1	0.000	10				0.0	0.0	63.3	#ARG!		
29	91.8	52.9	47.1		Liverpool	96.4	36.0	21.5	3.7	3.5	0	0.000	1	0.000	11			Not in view	0.0	0.0	102.9	#ARG!		
29	73.0	56.8	43.2		Arsenal	76.7	38.7	1.7	3.7	0.4	0	0.400	0	0.400	1				0.0	0.0	85.9	#ARG!		
29	68.0	60.8	39.2		Arsenal	71.4	41.3	4.2	3.7	1.1	0	0.100	0	0.100	2				0.0	0.0	82.5	#ARG!		
29	67.1	54.2	45.8		Arsenal	70.5	36.9	5.3	3.7	1.2	0	0.100	0	0.100	3				0.0	0.0	79.6	#ARG!		
29	65.9	39.2	60.8		Arsenal	69.2	26.7	14.1	3.7	2.5	0	0.000	0	0.000	4				0.0	0.0	74.1	#ARG!		
29	61.3	21.1	78.9		Arsenal	64.3	14.3	27.3	3.7	4.4	0	0.000	0	0.000	5				0.0	0.0	65.9	#ARG!		
29	55.4	45.8	54.2		Arsenal	58.1	31.1	18.9	3.7	3.2	0	0.000	0	0.000	6				0.0	0.0	65.9	#ARG!		
29	55.2	62.4	37.6		Arsenal	57.9	42.4	17.5	3.7	3.0	0	0.000	0	0.000	7				0.0	0.0	71.8	#ARG!		
29	51.6	77.4	22.6		Arsenal	54.2	52.6	24.8	3.7	4.0	0	0.000	0	0.000	8				0.0	0.0	75.5	#ARG!		
29	47.0	62.1	37.9		Arsenal	49.3	42.2	26.0	3.7	4.2	0	0.000	0	0.000	9				0.0	0.0	64.9	#ARG!		
29	45.9	48.7	51.3		Arsenal	48.2	33.1	27.7	3.7	4.4	0	0.000	0	0.000	10				0.0	0.0	58.5	#ARG!		
29	11.4	49.5	50.5		Arsenal	12.0	33.6	63.4	3.7	9.5	0	0.000	0	0.000	11			Not in view	0.0	0.0	35.7	#ARG!		
30	67.0	77.4	22.6	Ball	Ball	70.3	52.6												75.2	39.4	14.1	#ARG!		
30	67.9	77.1	22.9	Joseph Gomez	Liverpool	71.3	52.4	1.0	3.7	0.3	1	0.500	1	0.000					0.0	0.0	88.5	#ARG!		
30	62.0	71.3	28.7		Liverpool	65.1	48.5	6.7	3.7	1.4	0	0.050	1	0.000					0.0	0.0	81.1	#ARG!		
30	55.9	67.4	32.6		Liverpool	58.7	45.8	13.5	3.7	2.4	0	0.000	1	0.000					0.0	0.0	74.5	#ARG!		
30	47.9	63.7	36.3		Liverpool	50.3	43.3	22.1	3.7	3.6	0	0.000	1	0.000					0.0	0.0	66.3	#ARG!		
30	73.2	66.1	33.9		Liverpool	76.9	44.9	10.1	3.7	1.9	0	0.013	1	0.000					0.0	0.0	89.0	#ARG!		
30	80.0	71.1	28.9		Liverpool	84.0	48.3	14.3	3.7	2.5	0	0.000	1	0.000					0.0	0.0	96.9	#ARG!		
30	77.5	58.4	41.6		Liverpool	81.4	39.7	17.0	3.7	2.9	0	0.000	1	0.000					0.0	0.0	90.6	#ARG!		
30	69.1	53.2	46.8		Liverpool	72.6	36.1	16.6	3.7	2.8	0	0.000	1	0.000					0.0	0.0	81.1	#ARG!		
30	62.3	40.3	59.7		Liverpool	65.4	27.4	25.7	3.7	4.1	0	0.000	1	0.000					0.0	0.0	70.9	#ARG!		
30	74.1	32.1	67.9		Liverpool	77.8	21.8	31.7	3.7	5.0	0	0.000	1	0.000					0.0	0.0	80.8	#ARG!		
30	92.0	50.5	49.5		Liverpool	96.6	34.4	32.0	3.7	5.0	0	0.000	1	0.000					0.0	0.0	102.5	#ARG!		
30	68.6	72.9	27.1		Arsenal	72.0	49.6	3.5	3.7	0.9	0	0.200	0	0.200					0.0	0.0	87.4	#ARG!		
30	68.9	63.9	36.1		Arsenal	72.4	43.5	9.4	3.7	1.8	0	0.013	0	0.013					0.0	0.0	84.4	#ARG!		
30	74.6	67.9	32.1		Arsenal	78.4	46.2	10.3	3.7	1.9	0	0.013	0	0.013					0.0	0.0	91.0	#ARG!		
30	70.0	37.1	62.9		Arsenal	73.5	25.2	27.6	3.7	4.4	0	0.000	0	0.000					0.0	0.0	77.7	#ARG!		
30	54.1	78.7	21.3		Arsenal	56.8	53.5	13.5	3.7	2.4	0	0.000	0	0.000					0.0	0.0	78.0	#ARG!		
30	57.7	69.2	30.8		Arsenal	60.6	47.1	11.2	3.7	2.1	0	0.000	0	0.000					0.0	0.0	76.7	#ARG!		
30	57.3	53.2	46.8		Arsenal	60.2	36.1	19.3	3.7	3.2	0	0.000	0	0.000					0.0	0.0	70.2	#ARG!		
30	58.2	25.0	75.0		Arsenal	61.1	17.0	36.8	3.7	5.7	0	0.000	0	0.000					0.0	0.0	63.4	#ARG!		
30	47.7	53.7	46.3		Arsenal	50.1	36.5	25.9	3.7	4.2	0	0.000	0	0.000					0.0	0.0	62.0	#ARG!		
30	47.3	65.0	35.0		Arsenal	49.7	44.2	22.3	3.7	3.7	0	0.000	0	0.000					0.0	0.0	66.5	#ARG!		
30	11.3	50.0	50.0		Arsenal	11.8	34.0	61.4	3.7	9.2	0	0.000	0	0.000					0.0	0.0	36.0	#ARG!		
31	63.4	83.2	16.8	Ball	Ball	66.6	56.5								1				70.3	52.6	5.4	#ARG!		
31	63.9	83.2	16.8	Joseph Gomez	Liverpool	67.1	56.5	0.6	3.7	0.2	1	0.500	1	0.000	1				71.3	52.4	5.8	#ARG!		
31	60.9	73.7	26.3		Liverpool	63.9	50.1	7.0	3.7	1.5	0	0.050	1	0.000	2				0.0	0.0	81.2	#ARG!		
31	55.9	66.1	33.9		Liverpool	58.7	44.9	14.0	3.7	2.5	0	0.000	1	0.000	3				0.0	0.0	73.9	#ARG!		
31	45.9	67.9	32.1		Liverpool	48.2	46.2	21.1	3.7	3.5	0	0.000	1	0.000	4				0.0	0.0	66.7	#ARG!		
31	60.9	37.6	62.4		Liverpool	63.9	25.6	31.1	3.7	4.9	0	0.000	1	0.000	5				0.0	0.0	68.9	#ARG!		
31	66.4	57.4	42.6		Liverpool	69.8	39.0	17.8	3.7	3.0	0	0.000	1	0.000	6				0.0	0.0	79.9	#ARG!		
31	70.2	60.5	39.5		Liverpool	73.7	41.2	17.0	3.7	2.9	0	0.000	1	0.000	7				0.0	0.0	84.4	#ARG!		
31	72.0	31.1	68.9		Liverpool	75.6	21.1	36.6	3.7	5.7	0	0.000	1	0.000	8				0.0	0.0	78.5	#ARG!		
31	76.4	50.8	49.2		Liverpool	80.3	34.5	25.9	3.7	4.2	0	0.000	1	0.000	9				0.0	0.0	87.4	#ARG!		
31	77.7	64.7	35.3		Liverpool	81.6	44.0	19.5	3.7	3.3	0	0.000	1	0.000	10				0.0	0.0	92.7	#ARG!		
31	91.4	51.6	48.4		Liverpool	96.0	35.1	36.4	3.7	5.7	0	0.000	1	0.000	11			Not in view	0.0	0.0	102.2	#ARG!		
31	64.8	78.4	21.6		Arsenal	68.1	53.3	3.6	3.7	1.0	0	0.200	0	0.200	1				0.0	0.0	86.5	#ARG!		
31	56.8	72.4	27.6		Arsenal	59.6	49.2	10.1	3.7	1.9	0	0.013	0	0.013	2				0.0	0.0	77.3	#ARG!		
31	55.5	61.6	38.4		Arsenal	58.3	41.9	16.8	3.7	2.9	0	0.000	0	0.000	3				0.0	0.0	71.8	#ARG!		
31	42.5	68.7	31.3		Arsenal	44.6	46.7	24.0	3.7	3.9	0	0.000	0	0.000	4				0.0	0.0	64.6	#ARG!		
31	46.1	58.7	41.3		Arsenal	48.4	39.9	24.7	3.7	4.0	0	0.000	0	0.000	5				0.0	0.0	62.7	#ARG!		
31	56.6	30.3	69.7		Arsenal	59.4	20.6	36.7	3.7	5.7	0	0.000	0	0.000	6				0.0	0.0	62.9	#ARG!		
31	68.8	36.1	63.9		Arsenal	72.2	24.5	32.5	3.7	5.1	0	0.000	0	0.000	7				0.0	0.0	76.2	#ARG!		
31	67.1	60.8	39.2		Arsenal	70.5	41.3	15.7	3.7	2.7	0	0.000	0	0.000	8				0.0	0.0	81.7	#ARG!		
31	73.0	66.3	33.7		Arsenal	76.7	45.1	15.3	3.7	2.7	0	0.000	0	0.000	9				0.0	0.0	89.0	#ARG!		
31	51.4	83.9	16.1		Arsenal	54.0	57.1	12.6	3.7	2.3	0	0.000	0	0.000	10				0.0	0.0	78.6	#ARG!		
31	10.9	49.2	50.8		Arsenal	11.4	33.5	59.8	3.7	9.0	0	0.000	0	0.000	11			Not in view	0.0	0.0	35.4	#ARG!		
32	57.5	72.6	27.4	Ball	Ball	60.4	49.4								1				66.6	56.5	9.5	#ARG!		
32	56.6	72.6	27.4	Santiago Cazorla	Arsenal	59.4	49.4	0.9	3.7	0.3	1	0.500	1	0.000	1				0.0	0.0	77.3	#ARG!		
32	48.6	85.0	15.0		Arsenal	51.0	57.8	12.6	3.7	2.3	0	0.000	1	0.000	2				0.0	0.0	77.1	#ARG!		
32	43.0	76.8	23.2		Arsenal	45.2	52.3	15.5	3.7	2.7	0	0.000	1	0.000	3				0.0	0.0	69.1	#ARG!		
32	42.5	63.4	36.6		Arsenal	44.6	43.1	16.9	3.7	2.9	0	0.000	1	0.000	4				0.0	0.0	62.1	#ARG!		
32	54.8	65.0	35.0		Arsenal	57.6	44.2	5.9	3.7	1.3	0	0.050	1	0.000	5				0.0	0.0	72.6	#ARG!		
32	60.9	79.7	20.3		Arsenal	63.9	54.2	6.0	3.7	1.3	0	0.050	1	0.000	6				0.0	0.0	83.8	#ARG!		
32	53.4	29.2	70.8		Arsenal	56.1	19.9	29.8	3.7	4.7	0	0.000	1	0.000	7				0.0	0.0	59.5	#ARG!		
32	68.0	37.6	62.4		Arsenal	71.4	25.6	26.2	3.7	4.2	0	0.000	1	0.000	8				0.0	0.0	75.9	#ARG!		
32	67.3	64.7	35.3		Arsenal	70.7	44.0	11.6	3.7	2.1	0	0.000	1	0.000	9				0.0	0.0	83.3	#ARG!		
32	73.8	72.6	27.4		Arsenal	77.4	49.4	17.1	3.7	2.9	0	0.000	1	0.000	10				0.0	0.0	91.8	#ARG!		
32	11.1	49.5	50.5		Arsenal	11.6	33.6	51.2	3.7	7.8	0	0.000	1	0.000	11			Not in view	0.0	0.0	35.6	#ARG!		
32	61.1	80.0	20.0		Liverpool	64.1	54.4	6.3	3.7	1.4	0	0.050	0	0.050	1				0.0	0.0	84.1	#ARG!		
32	60.4	73.2	26.8		Liverpool	63.4	49.7	3.0	3.7	0.8	0	0.200	0	0.200	2				0.0	0.0	80.6	#ARG!		
32	56.8	66.3	33.7		Liverpool	59.6	45.1	4.4	3.7	1.1	0	0.100	0	0.100	3				0.0	0.0	74.8	#ARG!		
32	58.6	40.0	60.0		Liverpool	61.5	27.2	22.2	3.7	3.6	0	0.000	0	0.000	4				0.0	0.0	67.2	#ARG!		
32	45.5	80.3	19.7		Liverpool	47.8	54.6	13.6	3.7	2.4	0	0.000	0	0.000	5				0.0	0.0	72.6	#ARG!		
32	66.4	61.1	38.9		Liverpool	69.8	41.5	12.2	3.7	2.2	0	0.000	0	0.000	6				0.0	0.0	81.2	#ARG!		
32	68.0	61.1	38.9		Liverpool	71.4	41.5	13.6	3.7	2.4	0	0.000	0	0.000	7				0.0	0.0	82.6	#ARG!		
32	72.7	33.4	66.6		Liverpool	76.3	22.7	31.1	3.7	4.9	0	0.000	0	0.000	8				0.0	0.0	79.6	#ARG!		
32	75.7	58.4	41.6		Liverpool	79.5	39.7	21.4	3.7	3.5	0	0.000	0	0.000	9				0.0	0.0	88.9	#ARG!		
32	76.6	67.9	32.1		Liverpool	80.4	46.2	20.3	3.7	3.4	0	0.000	0	0.000	10				0.0	0.0	92.7	#ARG!		
32	90.2	51.8	48.2		Liverpool	94.7	35.3	37.1	3.7	5.8	0	0.000	0	0.000	11			Not in view	0.0	0.0	101.0	#ARG!		
33	56.8	50.0	50.0	Ball	Ball	59.6	34.0												60.4	49.4	15.4	#ARG!		
33	57.1	49.5	50.5	Roberto Firmino	Liverpool	60.0	33.6	0.5	3.7	0.1	1	0.500	1	0.000					0.0	0.0	68.8	#ARG!		
33	58.9	47.4	52.6		Liverpool	61.9	32.2	2.9	3.7	0.8	0	0.200	1	0.000					0.0	0.0	69.8	#ARG!		
33	66.6	32.1	67.9		Liverpool	69.9	21.8	16.0	3.7	2.8	0	0.000	1	0.000					0.0	0.0	73.3	#ARG!		
33	61.4	57.9	42.1		Liverpool	64.5	39.4	7.3	3.7	1.5	0	0.050	1	0.000					0.0	0.0	75.6	#ARG!		
33	69.8	57.6	42.4		Liverpool	73.3	39.2	14.6	3.7	2.6	0	0.000	1	0.000					0.0	0.0	83.1	#ARG!		
33	69.3	69.7	30.3		Liverpool	72.8	47.4	18.8	3.7	3.2	0	0.000	1	0.000					0.0	0.0	86.8	#ARG!		
33	55.2	85.0	15.0		Liverpool	57.9	57.8	23.9	3.7	3.9	0	0.000	1	0.000					0.0	0.0	81.8	#ARG!		
33	53.6	72.6	27.4		Liverpool	56.2	49.4	15.8	3.7	2.7	0	0.000	1	0.000					0.0	0.0	74.9	#ARG!		
33	58.0	76.8	23.2		Liverpool	60.9	52.3	18.3	3.7	3.1	0	0.000	1	0.000					0.0	0.0	80.3	#ARG!		
33	46.1	79.5	20.5		Liverpool	48.4	54.0	23.0	3.7	3.8	0	0.000	1	0.000					0.0	0.0	72.5	#ARG!		
33	44.3	81.8	18.2		Liverpool	46.5	55.7	25.3	3.7	4.1	0	0.000	1	0.000					0.0	0.0	72.5	#ARG!		
33	42.5	74.5	25.5		Arsenal	44.6	50.6	22.4	3.7	3.7	0	0.000	0	0.000					0.0	0.0	67.5	#ARG!		
33	42.0	59.2	40.8		Arsenal	44.1	40.3	16.8	3.7	2.9	0	0.000	0	0.000					0.0	0.0	59.7	#ARG!		
33	48.4	35.0	65.0		Arsenal	50.8	23.8	13.5	3.7	2.4	0	0.000	0	0.000					0.0	0.0	56.1	#ARG!		
33	88.6	49.7	50.3		Arsenal	93.0	33.8	33.4	3.7	5.2	0	0.000	0	0.000					0.0	0.0	99.0	#ARG!		
33	54.1	83.4	16.6		Arsenal	56.8	56.7	22.9	3.7	3.7	0	0.000	0	0.000					0.0	0.0	80.3	#ARG!		
33	55.4	72.6	27.4		Arsenal	58.1	49.4	15.5	3.7	2.7	0	0.000	0	0.000					0.0	0.0	76.3	#ARG!		
33	52.9	63.9	36.1		Arsenal	55.5	43.5	10.3	3.7	1.9	0	0.013	0	0.013					0.0	0.0	70.5	#ARG!		
33	61.1	42.1	57.9		Arsenal	64.1	28.6	7.0	3.7	1.5	0	0.050	0	0.050					0.0	0.0	70.2	#ARG!		
33	60.7	58.4	41.6		Arsenal	63.7	39.7	7.1	3.7	1.5	0	0.050	0	0.050					0.0	0.0	75.1	#ARG!		
33	68.2	80.0	20.0		Arsenal	71.6	54.4	23.7	3.7	3.9	0	0.000	0	0.000					0.0	0.0	89.9	#ARG!		
33	11.4	49.7	50.3		Arsenal	12.0	33.8	47.6	3.7	7.3	0	0.000	0	0.000					0.0	0.0	35.9	#ARG!		
34	51.8	46.6	53.4	Ball	Ball	54.4	31.7								1				59.6	34.0	5.7	#ARG!		
34	52.3	46.6	53.4	Roberto Firmino	Liverpool	54.9	31.7	0.6	3.7	0.2	1	0.500	1	0.000	1				60.0	33.6	5.4	#ARG!		
34	52.5	37.4	62.6		Liverpool	55.1	25.4	6.3	3.7	1.4	0	0.050	1	0.000	2				0.0	0.0	60.7	#ARG!		
34	41.8	75.0	25.0		Liverpool	43.9	51.0	22.0	3.7	3.6	0	0.000	1	0.000	3				0.0	0.0	67.3	#ARG!		
34	47.1	67.1	32.9		Liverpool	49.5	45.6	14.8	3.7	2.6	0	0.000	1	0.000	4				0.0	0.0	67.3	#ARG!		
34	52.3	83.2	16.8		Liverpool	54.9	56.5	24.9	3.7	4.0	0	0.000	1	0.000	5				0.0	0.0	78.8	#ARG!		
34	54.3	70.3	29.7		Liverpool	57.0	47.8	16.3	3.7	2.8	0	0.000	1	0.000	6				0.0	0.0	74.4	#ARG!		
34	61.8	56.1	43.9		Liverpool	64.9	38.1	12.3	3.7	2.2	0	0.000	1	0.000	7				0.0	0.0	75.2	#ARG!		
34	59.1	23.7	76.3		Liverpool	62.1	16.1	17.4	3.7	3.0	0	0.000	1	0.000	8				0.0	0.0	64.1	#ARG!		
34	67.7	52.9	47.1		Liverpool	71.1	36.0	17.2	3.7	2.9	0	0.000	1	0.000	9				0.0	0.0	79.6	#ARG!		
34	67.5	64.5	35.5		Liverpool	70.9	43.8	20.5	3.7	3.4	0	0.000	1	0.000	10				0.0	0.0	83.3	#ARG!		
34	90.5	50.3	49.7		Liverpool	95.1	34.2	40.8	3.7	6.3	0	0.000	1	0.000	11			Not in view	0.0	0.0	101.0	#ARG!		
34	53.4	41.6	58.4		Arsenal	56.1	28.3	3.8	3.7	1.0	0	0.100	0	0.100	1				0.0	0.0	62.8	#ARG!		
34	56.8	51.3	48.7		Arsenal	59.6	34.9	6.2	3.7	1.4	0	0.050	0	0.050	2				0.0	0.0	69.1	#ARG!		
34	48.6	52.6	47.4		Arsenal	51.0	35.8	5.3	3.7	1.2	0	0.100	0	0.100	3				0.0	0.0	62.3	#ARG!		
34	49.3	62.9	37.1		Arsenal	51.8	42.8	11.4	3.7	2.1	0	0.000	0	0.000	4				0.0	0.0	67.1	#ARG!		
34	51.4	75.8	24.2		Arsenal	54.0	51.5	19.9	3.7	3.3	0	0.000	0	0.000	5				0.0	0.0	74.6	#ARG!		
34	65.2	79.5	20.5		Arsenal	68.4	54.0	26.4	3.7	4.2	0	0.000	0	0.000	6				0.0	0.0	87.2	#ARG!		
34	42.9	28.9	71.1		Arsenal	45.0	19.7	15.2	3.7	2.6	0	0.000	0	0.000	7				0.0	0.0	49.1	#ARG!		
34	39.1	52.4	47.6		Arsenal	41.1	35.6	13.9	3.7	2.5	0	0.000	0	0.000	8				0.0	0.0	54.4	#ARG!		
34	38.4	67.6	32.4		Arsenal	40.3	46.0	20.1	3.7	3.3	0	0.000	0	0.000	9				0.0	0.0	61.2	#ARG!		
34	39.1	78.4	21.6		Arsenal	41.1	53.3	25.4	3.7	4.1	0	0.000	0	0.000	10				0.0	0.0	67.3	#ARG!		
34	11.1	50.8	49.2		Arsenal	11.6	34.5	42.8	3.7	6.6	0	0.000	0	0.000	11			Not in view	0.0	0.0	36.4	#ARG!		
35	43.8	24.7	75.3	Ball	Ball	45.9	16.8								1				54.4	31.7	17.1	#ARG!		
35	44.1	24.7	75.3	James Milner	Liverpool	46.3	16.8	0.4	3.7	0.1	1	0.500	1	0.000	1				0.0	0.0	49.3	#ARG!		
35	46.8	12.9	87.1		Liverpool	49.1	8.8	8.7	3.7	1.7	0	0.025	1	0.000	2				0.0	0.0	49.9	#ARG!		
35	46.3	33.9	66.1		Liverpool	48.6	23.1	6.8	3.7	1.4	0	0.050	1	0.000	3				0.0	0.0	53.8	#ARG!		
35	32.0	65.0	35.0		Liverpool	33.6	44.2	30.0	3.7	4.8	0	0.000	1	0.000	4				0.0	0.0	55.5	#ARG!		
35	39.1	67.4	32.6		Liverpool	41.1	45.8	29.4	3.7	4.7	0	0.000	1	0.000	5				0.0	0.0	61.5	#ARG!		
35	47.1	62.9	37.1		Liverpool	49.5	42.8	26.2	3.7	4.2	0	0.000	1	0.000	6				0.0	0.0	65.4	#ARG!		
35	52.7	79.2	20.8		Liverpool	55.3	53.9	38.2	3.7	5.9	0	0.000	1	0.000	7				0.0	0.0	77.2	#ARG!		
35	57.3	44.2	55.8		Liverpool	60.2	30.1	19.5	3.7	3.3	0	0.000	1	0.000	8				0.0	0.0	67.3	#ARG!		
35	61.6	46.1	53.9		Liverpool	64.7	31.3	23.7	3.7	3.9	0	0.000	1	0.000	9				0.0	0.0	71.9	#ARG!		
35	62.0	61.1	38.9		Liverpool	65.1	41.5	31.2	3.7	4.9	0	0.000	1	0.000	10				0.0	0.0	77.2	#ARG!		
35	90.9	50.5	49.5		Liverpool	95.4	34.4	52.5	3.7	8.0	0	0.000	1	0.000	11			Not in view	0.0	0.0	101.4	#ARG!		
35	58.8	77.4	22.6		Arsenal	61.7	52.6	39.1	3.7	6.1	0	0.000	0	0.000	1				0.0	0.0	81.1	#ARG!		
35	48.0	65.0	35.0		Arsenal	50.4	44.2	27.7	3.7	4.4	0	0.000	0	0.000	2				0.0	0.0	67.1	#ARG!		
35	41.4	57.4	42.6		Arsenal	43.5	39.0	22.3	3.7	3.7	0	0.000	0	0.000	3				0.0	0.0	58.4	#ARG!		
35	48.8	37.6	62.4		Arsenal	51.2	25.6	10.2	3.7	1.9	0	0.013	0	0.013	4				0.0	0.0	57.2	#ARG!		
35	30.5	67.1	32.9		Arsenal	32.1	45.6	32.0	3.7	5.0	0	0.000	0	0.000	5				0.0	0.0	55.8	#ARG!		
35	29.5	59.7	40.3		Arsenal	30.9	40.6	28.1	3.7	4.5	0	0.000	0	0.000	6				0.0	0.0	51.1	#ARG!		
35	32.5	39.2	60.8		Arsenal	34.1	26.7	15.4	3.7	2.7	0	0.000	0	0.000	7				0.0	0.0	43.3	#ARG!		
35	37.9	26.8	73.2		Arsenal	39.8	18.3	6.4	3.7	1.4	0	0.050	0	0.050	8				0.0	0.0	43.7	#ARG!		
35	40.9	37.1	62.9		Arsenal	42.9	25.2	8.9	3.7	1.7	0	0.025	0	0.025	9				0.0	0.0	49.8	#ARG!		
35	44.6	26.1	73.9		Arsenal	46.9	17.7	1.3	3.7	0.4	0	0.400	0	0.400	10				0.0	0.0	50.1	#ARG!		
35	8.9	49.7	50.3		Arsenal	9.4	33.8	40.3	3.7	6.2	0	0.000	0	0.000	11			Not in view	0.0	0.0	35.1	#ARG!		
36	38.2	5.5	94.5	Ball	Ball	40.1	3.8												45.9	16.8	14.3	#ARG!		
36	39.1	5.5	94.5	Nathaniel Clyne	Liverpool	41.1	3.8	0.9	3.7	0.3	1	0.500	1	0.000					0.0	0.0	41.2	#ARG!		
36	43.6	13.7	86.3		Liverpool	45.7	9.3	7.9	3.7	1.6	0	0.025	1	0.000					0.0	0.0	46.7	#ARG!		
36	38.2	22.1	77.9		Liverpool	40.1	15.0	11.3	3.7	2.1	0	0.000	1	0.000					0.0	0.0	42.8	#ARG!		
36	43.2	63.7	36.3		Liverpool	45.4	43.3	39.9	3.7	6.2	0	0.000	1	0.000					0.0	0.0	62.7	#ARG!		
36	35.2	71.3	28.7		Liverpool	36.9	48.5	44.9	3.7	6.9	0	0.000	1	0.000					0.0	0.0	61.0	#ARG!		
36	27.9	62.9	37.1		Liverpool	29.3	42.8	40.5	3.7	6.3	0	0.000	1	0.000					0.0	0.0	51.8	#ARG!		
36	52.7	40.0	60.0		Liverpool	55.3	27.2	27.9	3.7	4.5	0	0.000	1	0.000					0.0	0.0	61.6	#ARG!		
36	57.3	42.6	57.4		Liverpool	60.2	29.0	32.2	3.7	5.1	0	0.000	1	0.000					0.0	0.0	66.8	#ARG!		
36	58.6	56.8	43.2		Liverpool	61.5	38.7	40.9	3.7	6.3	0	0.000	1	0.000					0.0	0.0	72.6	#ARG!		
36	53.0	72.1	27.9		Liverpool	55.7	49.0	47.9	3.7	7.3	0	0.000	1	0.000					0.0	0.0	74.2	#ARG!		
36	88.4	50.0	50.0		Liverpool	92.8	34.0	60.7	3.7	9.1	0	0.000	1	0.000					0.0	0.0	98.8	#ARG!		
36	41.4	13.7	86.3		Arsenal	43.5	9.3	6.5	3.7	1.4	0	0.050	0	0.050					0.0	0.0	44.5	#ARG!		
36	42.9	25.0	75.0		Arsenal	45.0	17.0	14.1	3.7	2.5	0	0.000	0	0.000					0.0	0.0	48.1	#ARG!		
36	31.6	19.2	80.8		Arsenal	33.2	13.1	11.6	3.7	2.1	0	0.000	0	0.000					0.0	0.0	35.7	#ARG!		
36	36.3	29.5	70.5		Arsenal	38.1	20.0	16.4	3.7	2.8	0	0.000	0	0.000					0.0	0.0	43.0	#ARG!		
36	46.3	61.3	38.7		Arsenal	48.6	41.7	38.9	3.7	6.0	0	0.000	0	0.000					0.0	0.0	64.0	#ARG!		
36	36.6	50.8	49.2		Arsenal	38.4	34.5	30.8	3.7	4.9	0	0.000	0	0.000					0.0	0.0	51.7	#ARG!		
36	54.5	75.8	24.2		Arsenal	57.2	51.5	50.7	3.7	7.7	0	0.000	0	0.000					0.0	0.0	77.0	#ARG!		
36	27.3	34.7	65.3		Arsenal	28.7	23.6	22.9	3.7	3.7	0	0.000	0	0.000					0.0	0.0	37.2	#ARG!		
36	27.0	57.6	42.4		Arsenal	28.3	39.2	37.3	3.7	5.8	0	0.000	0	0.000					0.0	0.0	48.3	#ARG!		
36	27.1	67.6	32.4		Arsenal	28.5	46.0	43.8	3.7	6.7	0	0.000	0	0.000					0.0	0.0	54.1	#ARG!		
36	11.4	50.0	50.0		Arsenal	12.0	34.0	41.3	3.7	6.4	0	0.000	0	0.000					0.0	0.0	36.1	#ARG!		
37	19.5	7.9	92.1	Ball	Ball	20.4	5.4	19.8		3.8		0.000		0.000	1				40.1	3.8	19.8	#ARG!		
37	20.2	7.9	92.1	Nathaniel Clyne	Liverpool	21.2	5.4	0.8	3.7	0.2	1	0.500	1	0.000	1				41.1	3.8	19.9	#ARG!		
37	37.9	7.6	92.4		Liverpool	39.8	5.2	19.3	3.7	3.2	0	0.000	1	0.000	2				0.0	0.0	40.1	#ARG!		
37	18.8	17.9	82.1		Liverpool	19.7	12.2	6.8	3.7	1.4	0	0.050	1	0.000	3				0.0	0.0	23.1	#ARG!		
37	42.5	32.9	67.1		Liverpool	44.6	22.4	29.6	3.7	4.7	0	0.000	1	0.000	4				0.0	0.0	49.9	#ARG!		
37	50.7	36.6	63.4		Liverpool	53.2	24.9	38.2	3.7	5.9	0	0.000	1	0.000	5				0.0	0.0	58.8	#ARG!		
37	50.4	64.5	35.5		Liverpool	52.9	43.8	50.3	3.7	7.7	0	0.000	1	0.000	6				0.0	0.0	68.7	#ARG!		
37	55.9	50.8	49.2		Liverpool	58.7	34.5	48.1	3.7	7.3	0	0.000	1	0.000	7				0.0	0.0	68.1	#ARG!		
37	32.9	52.6	47.4		Liverpool	34.5	35.8	33.5	3.7	5.3	0	0.000	1	0.000	8				0.0	0.0	49.7	#ARG!		
37	25.9	62.6	37.4		Liverpool	27.2	42.6	37.8	3.7	5.9	0	0.000	1	0.000	9				0.0	0.0	50.5	#ARG!		
37	15.0	51.6	48.4		Liverpool	15.8	35.1	30.1	3.7	4.8	0	0.000	1	0.000	10				0.0	0.0	38.4	#ARG!		
37	90.7	48.9	51.1		Liverpool	95.2	33.3	79.9	3.7	11.9	0	0.000	0	0.000	11			Not in view	0.0	0.0	100.9	#ARG!		
